Zeitraum;Typ;Artikelnummer;Artikelname;Bauteilnummer;Bauteilname;Bauteilabhaengigkeiten Nummer;Bauteilabhaengigkeiten Name;Prozentualer Anteil [%]
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04258;"Frontfolie; Tasten für Regler MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";83
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04259;"Frontfolie Display; für Regler  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";83
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";83
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06088;Extruder body MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06725;Extruder screw MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04253;"Isolierfolie zu MM-Xtruder; 0,25mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05344;"Schweißschuh MM; 67.0107K-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05345;"Schweißschuh MM; 67.0106K-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K01540;Lead wire 230 V 3G1,5                  Pico;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04722;Holder, motor fan, MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02965;"Dichtring; MA/E-25 u. 25-S";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07286;"Halter-Motorlüfter; MM, 30mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07286;"Halter-Motorlüfter; MM, 30mm";K02669;"Axialrillenkugellager; 51203";65
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07287;"Runddichtring; 55  x 3";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07287;"Runddichtring; 55  x 3";K02669;"Axialrillenkugellager; 51203";65
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04736;"Kabeltülle; A10 - D2";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07311;"Lüftereinheit Antrieb MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07311;"Lüftereinheit Antrieb MM; vormontiert";K02669;"Axialrillenkugellager; 51203";63
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07292;"Axiallüfter; 40 x 40 x 28 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07310;"Flachkopfschraube; M4x8 -10.9 TX, GEFU";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05999;Circlip A   17 x 1;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04213;"Vorwärmdüse 10 x 4; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04292;"Vorwärmdüse 12 x 4 / kurz; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04739;"Lüsterklemme; 4,0-6,0²";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04457;Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04320;"Ausblasrohr         Vorwärmung; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07312;"Lüftereinheit Regler MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04407;"Schweißschuhhalter MM; 32 x 15";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K00970;"Schweißschuhhalter I; 40 mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K00657;"Sicherungsring; I   35 x 1,5";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07360;MMControl 2v5, 230V+110V / 48V;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04785;"Kabelklammer, Polyethylen; Größe 4";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07425;Lüfterfilter 40x40 mm;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05540;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06143;"Extruderkörper; MM, 4mm PP";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07315;"Adapterplate; Airfilter MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05202;"Controller MM; Repair";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05202;"Controller MM; Repair";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04737;Rubber connector;78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04808B;Temperature control 230 V / 250W   MM;76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03894;"Axiallüfter; 40 x 40 x 25                MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06058;"Lüfterabdeckung mit Filter ;  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04945;"Lüftereinheit Antrieb; vormontiert";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K02669;"Axialrillenkugellager; 51203";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05538;"Schneidkopf 18-9; MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05539;"Einzugshülse V; MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04318;Heating complete, 230 V / 2300 W;78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05540;"Einzugshülse V; MM";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03960;"Nilos-Ring; 6003 Z AV                   MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03482;"Senkschraube; DIN 7991, M 4 x  12";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04310;"Kabelsatz; MM-Xtruder";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03890;"Drive unit; 40 / 42 MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07286;"Halter-Motorlüfter; MM, 30mm";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07287;"Runddichtring; 55  x 3";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05258;Werkzeug-Set;76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05344;"Schweißschuh MM; 67.0107K-32-20-M";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07311;"Lüftereinheit Antrieb MM; vormontiert";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04259;"Frontfolie Display; für Regler  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03889;"Heizspirale; 18x125                      MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06725;Extruder screw MM;85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04258;"Frontfolie; Tasten für Regler MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07292;"Axiallüfter; 40 x 40 x 28 MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06143;"Extruderkörper; MM, 4mm PP";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03892;"Griffschale - links; Spritzgussteil         MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03893;"Griffschale - rechts; Spritzgussteil              MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04137;"Knickschutztülle 9-11; 5200 2020    MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04457;Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.;78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04250;"Kabel vorkonfektioniert; 115V 3x1,5mm² 5m lg.        MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05999;Circlip A   17 x 1;76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K07425;Lüfterfilter 40x40 mm;80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06117;"Schweißschuh MM; 67.0120FF-32-20-M";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04737;Rubber connector;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04808B;Temperature control 230 V / 250W   MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03894;"Axiallüfter; 40 x 40 x 25                MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06058;"Lüfterabdeckung mit Filter ;  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04945;"Lüftereinheit Antrieb; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07286;"Halter-Motorlüfter; MM, 30mm";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07287;"Runddichtring; 55  x 3";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K02669;"Axialrillenkugellager; 51203";K07425;Lüfterfilter 40x40 mm;61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05538;"Schneidkopf 18-9; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05539;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04318;Heating complete, 230 V / 2300 W;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04110;"Geräteschalter MINI; ohne Drehzahlregelung";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05540;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03960;"Nilos-Ring; 6003 Z AV                   MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03482;"Senkschraube; DIN 7991, M 4 x  12";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04310;"Kabelsatz; MM-Xtruder";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03890;"Drive unit; 40 / 42 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07286;"Halter-Motorlüfter; MM, 30mm";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07287;"Runddichtring; 55  x 3";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05258;Werkzeug-Set;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K05344;"Schweißschuh MM; 67.0107K-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07311;"Lüftereinheit Antrieb MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04259;"Frontfolie Display; für Regler  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K03889;"Heizspirale; 18x125                      MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06725;Extruder screw MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";85
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K04258;"Frontfolie; Tasten für Regler MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K07292;"Axiallüfter; 40 x 40 x 28 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";76
01.06.2017-31.12.2021;MM;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";K06143;"Extruderkörper; MM, 4mm PP";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";78
